"Protein1","Protein2","Gene1","Gene2","Context","StringScore"
"Q5TEC6","Q99878","H3-7","H2AC14","rich",0
"Q5TEC6","Q99879","H3-7","H2BC14","rich",0
"Q5TEC6","Q99880","H3-7","H2BC13","rich",0
"Q5TEC6","Q9BTM1","H3-7","H2AJ","rich",0
"Q5TEC6","Q9BXS6","H3-7","NUSAP1","poor",0
"Q5TEC6","Q9H0G5","H3-7","NSRP1","poor",0
"Q5TEC6","Q9H8H2","H3-7","DDX31","poor",0
"Q5TEC6","Q9HB71","H3-7","CACYBP","poor",0
"Q5TEC6","Q9HC52","H3-7","CBX8","poor",0
"Q5TEC6","Q9NR30","H3-7","DDX21","poor",0
"Q5TEC6","Q9NYF5","H3-7","FAM13B","poor",0
"Q5TEC6","Q9UPQ0","H3-7","LIMCH1","poor",0
"Q5TEC6","Q9UQP3","H3-7","TNN","poor",0
"Q5TEC6","Q9Y520","H3-7","PRRC2C","poor",0
"Q5TEC6","Q9Y6F1","H3-7","PARP3","poor",0
"Q5TFE4","Q8TDN6","NT5DC1","BRIX1","poor",0
"Q5THJ4","Q7Z406","VPS13D","MYH14","poor",177
"Q5VT25","Q9UNY4","CDC42BPA","TTF2","poor",0
"Q5VTE0","Q6DN03","EEF1A1P5","H2BC20P","poor",0
"Q5VTE0","Q6DRA6","EEF1A1P5","H2BC19P","poor",0
"Q5VTE0","Q6ZUT9","EEF1A1P5","DENND5B","poor",0
"Q5VTE0","Q8NDV7","EEF1A1P5","TNRC6A","poor",0
"Q5VTE0","Q8WXX0","EEF1A1P5","DNAH7","poor",0
"Q5VTE0","Q96HP0","EEF1A1P5","DOCK6","poor",0
"Q5VTE0","Q9BUN5","EEF1A1P5","CCDC28B","poor",0
"Q5VTE0","Q9HAU0","EEF1A1P5","PLEKHA5","poor",0
"Q5VTE0","Q9HCD6","EEF1A1P5","TANC2","poor",0
"Q5VTE0","Q9NRF9","EEF1A1P5","POLE3","poor",0
"Q5VTE0","Q9NVA2","EEF1A1P5","SEPTIN11","poor",0
"Q5VTE0","Q9NW13","EEF1A1P5","RBM28","poor",0
"Q5VTE0","Q9P2F8","EEF1A1P5","SIPA1L2","poor",0
"Q5VTR2","Q86UP2","RNF20","KTN1","poor",0
"Q5VTR2","Q96T58","RNF20","SPEN","poor",635
"Q5VTU8","Q96IX5","ATP5F1EP2","ATP5MK","poor",0
"Q5VYK3","Q8N9I9","ECPAS","DTX3","poor",0
"Q5VYK3","Q9H156","ECPAS","SLITRK2","poor",0
"Q5VYK3","Q9HCM7","ECPAS","FBRSL1","poor",0
"Q5XXA6","Q9Y2Z4","ANO1","YARS2","poor",0
"Q63HN8","Q8IUE6","RNF213","H2AC21","poor",0
"Q63HN8","Q96QV6","RNF213","H2AC1","poor",0
"Q641Q2","Q8N257","WASHC2A","H2BU1","poor",0
"Q641Q2","Q93079","WASHC2A","H2BC9","poor",0
"Q641Q2","Q96A08","WASHC2A","H2BC1","poor",0
"Q641Q2","Q99877","WASHC2A","H2BC15","poor",0
"Q641Q2","Q99879","WASHC2A","H2BC14","poor",0
"Q641Q2","Q99880","WASHC2A","H2BC13","poor",0
"Q66GS9","Q93045","CEP135","STMN2","poor",0
"Q66K74","Q9Y6M7","MAP1S","SLC4A7","poor",0
"Q68D51","Q8IUE6","DENND2C","H2AC21","poor",0
"Q68E01","Q8IUD2","INTS3","ERC1","poor",0
"Q68EM7","Q99459","ARHGAP17","CDC5L","poor",0
"Q68EM7","Q9P2J5","ARHGAP17","LARS1","poor",0
"Q69YQ0","Q92499","SPECC1L","DDX1","poor",0
"Q6AI14","Q8N9N7","SLC9A4","LRRC57","poor",0
"Q6AI14","Q96SW2","SLC9A4","CRBN","poor",0
"Q6AI14","Q9UQE7","SLC9A4","SMC3","poor",0
"Q6DD88","Q99613","ATL3","EIF3C","poor",0
"Q6DD88","Q9Y520","ATL3","PRRC2C","poor",0
"Q6DN03","Q6FI13","H2BC20P","H2AC18","rich",0
"Q6DN03","Q6NXT2","H2BC20P","H3-5","rich",0
"Q6DN03","Q6P2Q9","H2BC20P","PRPF8","poor",0
"Q6DN03","Q71DI3","H2BC20P","H3C15","rich",0
"Q6DN03","Q7L7L0","H2BC20P","H2AW","rich",0
"Q6DN03","Q8IUE6","H2BC20P","H2AC21","poor",0
"Q6DN03","Q93077","H2BC20P","H2AC6","rich",0
"Q6DN03","Q96A08","H2BC20P","H2BC1","poor",0
"Q6DN03","Q96KK5","H2BC20P","H2AC12","rich",0
"Q6DN03","Q96QV6","H2BC20P","H2AC1","poor",0
"Q6DN03","Q99525","H2BC20P","H4C7","poor",0
"Q6DN03","Q99878","H2BC20P","H2AC14","rich",0
"Q6DN03","Q9BR39","H2BC20P","JPH2","poor",0
"Q6DN03","Q9BTM1","H2BC20P","H2AJ","rich",0
"Q6DN03","Q9BV97","H2BC20P","ZNF747","poor",0
"Q6DN03","Q9UBW7","H2BC20P","ZMYM2","poor",0
"Q6DN03","Q9Y4D8","H2BC20P","HECTD4","poor",0
"Q6DN03","Q9Y6F1","H2BC20P","PARP3","poor",0
"Q6DRA6","Q6FI13","H2BC19P","H2AC18","rich",0
"Q6DRA6","Q6NXT2","H2BC19P","H3-5","rich",0
"Q6DRA6","Q6P2Q9","H2BC19P","PRPF8","poor",0
"Q6DRA6","Q71DI3","H2BC19P","H3C15","rich",0
"Q6DRA6","Q7L7L0","H2BC19P","H2AW","rich",0
"Q6DRA6","Q8IUE6","H2BC19P","H2AC21","poor",0
"Q6DRA6","Q93077","H2BC19P","H2AC6","rich",0
"Q6DRA6","Q96A08","H2BC19P","H2BC1","poor",0
"Q6DRA6","Q96KK5","H2BC19P","H2AC12","rich",0
"Q6DRA6","Q96QV6","H2BC19P","H2AC1","poor",0
"Q6DRA6","Q99525","H2BC19P","H4C7","poor",0
"Q6DRA6","Q99878","H2BC19P","H2AC14","rich",0
"Q6DRA6","Q9BR39","H2BC19P","JPH2","poor",0
"Q6DRA6","Q9BTM1","H2BC19P","H2AJ","rich",0
"Q6DRA6","Q9BV97","H2BC19P","ZNF747","poor",0
"Q6DRA6","Q9UBW7","H2BC19P","ZMYM2","poor",0
"Q6DRA6","Q9Y4D8","H2BC19P","HECTD4","poor",0
"Q6DRA6","Q9Y6F1","H2BC19P","PARP3","poor",0
"Q6FI13","Q6IN85","H2AC18","PPP4R3A","poor",0
"Q6FI13","Q6NUQ4","H2AC18","TMEM214","poor",0
"Q6FI13","Q6NXT2","H2AC18","H3-5","rich",0
"Q6FI13","Q6QEF8","H2AC18","CORO6","poor",0
"Q6FI13","Q6ZN28","H2AC18","MACC1","poor",0
"Q6FI13","Q6ZU35","H2AC18","CRACD","poor",0
"Q6FI13","Q6ZU65","H2AC18","UBN2","poor",0
"Q6FI13","Q71DI3","H2AC18","H3C15","rich",0
"Q6FI13","Q71UI9","H2AC18","H2AZ2","poor",0
"Q6FI13","Q7L7L0","H2AC18","H2AW","rich",0
"Q6FI13","Q7Z569","H2AC18","BRAP","poor",0
"Q6FI13","Q7Z6W7","H2AC18","DNAJB7","poor",0
"Q6FI13","Q7Z7J5","H2AC18","DPPA2","poor",0
"Q6FI13","Q8N257","H2AC18","H2BU1","rich",0
"Q6FI13","Q8N3V7","H2AC18","SYNPO","poor",0
"Q6FI13","Q8N3X6","H2AC18","LCORL","poor",0
"Q6FI13","Q8N6R0","H2AC18","METTL13","poor",0
"Q6FI13","Q8N9I9","H2AC18","DTX3","poor",0
"Q6FI13","Q8NBS3","H2AC18","SLC4A11","poor",0
"Q6FI13","Q8NDW8","H2AC18","TTC21A","poor",0
"Q6FI13","Q8TEW8","H2AC18","PARD3B","poor",0
"Q6FI13","Q8WVY7","H2AC18","UBLCP1","poor",0
"Q6FI13","Q92503","H2AC18","SEC14L1","poor",0
"Q6FI13","Q92522","H2AC18","H1-10","rich",0
"Q6FI13","Q92890","H2AC18","UFD1","poor",0
"Q6FI13","Q93077","H2AC18","H2AC6","poor",0
"Q6FI13","Q93079","H2AC18","H2BC9","rich",0
"Q6FI13","Q96A08","H2AC18","H2BC1","rich",0
"Q6FI13","Q96BZ8","H2AC18","LENG1","poor",0
"Q6FI13","Q96DY7","H2AC18","MTBP","poor",0
"Q6FI13","Q96GP6","H2AC18","SCARF2","rich",0
"Q6FI13","Q96HQ0","H2AC18","ZNF419","poor",0
"Q6FI13","Q96KK5","H2AC18","H2AC12","rich",0
"Q6FI13","Q96M83","H2AC18","CCDC7","poor",0
"Q6FI13","Q96NW7","H2AC18","LRRC7","poor",0
"Q6FI13","Q99525","H2AC18","H4C7","poor",0
"Q6FI13","Q99877","H2AC18","H2BC15","rich",0
"Q6FI13","Q99878","H2AC18","H2AC14","rich",0
"Q6FI13","Q99879","H2AC18","H2BC14","rich",0
"Q6FI13","Q99880","H2AC18","H2BC13","rich",0
"Q6FI13","Q9BR39","H2AC18","JPH2","poor",0
"Q6FI13","Q9BTM1","H2AC18","H2AJ","rich",0
"Q6FI13","Q9BV97","H2AC18","ZNF747","poor",0
"Q6FI13","Q9H156","H2AC18","SLITRK2","poor",0
"Q6FI13","Q9HCM7","H2AC18","FBRSL1","poor",0
"Q6FI13","Q9NRD8","H2AC18","DUOX2","poor",0
"Q6FI13","Q9NRL2","H2AC18","BAZ1A","poor",0
"Q6FI13","Q9UBW7","H2AC18","ZMYM2","poor",0
"Q6FI13","Q9UG63","H2AC18","ABCF2","poor",0
"Q6FI13","Q9UI47","H2AC18","CTNNA3","poor",0
"Q6FI13","Q9UIG0","H2AC18","BAZ1B","poor",0
"Q6FI13","Q9UQP3","H2AC18","TNN","poor",0
"Q6FI13","Q9Y238","H2AC18","DLEC1","poor",0
"Q6FI13","Q9Y2W1","H2AC18","THRAP3","poor",0
"Q6FI13","Q9Y520","H2AC18","PRRC2C","poor",0
"Q6FI13","Q9Y5W8","H2AC18","SNX13","poor",0
"Q6FI13","Q9Y606","H2AC18","PUS1","poor",0
"Q6FI13","Q9Y6F1","H2AC18","PARP3","poor",0
"Q6IAA8","Q9UKX7","LAMTOR1","NUP50","poor",0
"Q6IN85","Q7L7L0","PPP4R3A","H2AW","poor",0
"Q6IN85","Q93077","PPP4R3A","H2AC6","poor",0
"Q6IN85","Q96KK5","PPP4R3A","H2AC12","poor",0
"Q6IN85","Q99878","PPP4R3A","H2AC14","poor",202
"Q6IS14","Q8IYL2","EIF5AL1","TRMT44","poor",0
"Q6IS14","Q8TAQ2","EIF5AL1","SMARCC2","poor",0
"Q6IS14","Q969Q0","EIF5AL1","RPL36AL","poor",644
"Q6KB66","Q93077","KRT80","H2AC6","poor",0
"Q6KB66","Q96KK5","KRT80","H2AC12","poor",0
"Q6KB66","Q96QV6","KRT80","H2AC1","poor",0
"Q6KB66","Q9BTM1","KRT80","H2AJ","poor",0
"Q6MZP7","Q96KK5","LIN54","H2AC12","poor",0
"Q6MZP7","Q9BTM1","LIN54","H2AJ","poor",0
"Q6MZP7","Q9C093","LIN54","SPEF2","poor",0
"Q6NUQ4","Q7L7L0","TMEM214","H2AW","poor",0
"Q6NUQ4","Q93077","TMEM214","H2AC6","poor",0
"Q6NUQ4","Q96KK5","TMEM214","H2AC12","poor",0
"Q6NUQ4","Q99878","TMEM214","H2AC14","poor",0
"Q6NUQ4","Q9BTM1","TMEM214","H2AJ","poor",0
"Q6NV74","Q9Y6M7","CRACDL","SLC4A7","poor",0
"Q6NVV1","Q96AC1","RPL13AP3","FERMT2","poor",0
"Q6NVV1","Q9UNH7","RPL13AP3","SNX6","poor",0
"Q6NVV1","Q9Y698","RPL13AP3","CACNG2","poor",0
"Q6NXT2","Q71UI9","H3-5","H2AZ2","rich",0
"Q6NXT2","Q7L7L0","H3-5","H2AW","rich",0
"Q6NXT2","Q7Z7J5","H3-5","DPPA2","poor",0
"Q6NXT2","Q8IUE6","H3-5","H2AC21","rich",0
"Q6NXT2","Q8N257","H3-5","H2BU1","rich",0
"Q6NXT2","Q8N3V7","H3-5","SYNPO","poor",0
"Q6NXT2","Q92522","H3-5","H1-10","poor",0
"Q6NXT2","Q93077","H3-5","H2AC6","rich",0
"Q6NXT2","Q93079","H3-5","H2BC9","rich",0
"Q6NXT2","Q96A08","H3-5","H2BC1","rich",0
"Q6NXT2","Q96AG4","H3-5","LRRC59","poor",0
"Q6NXT2","Q96BJ3","H3-5","AIDA","poor",0
"Q6NXT2","Q96CB8","H3-5","INTS12","rich",0
"Q6NXT2","Q96KK5","H3-5","H2AC12","rich",0
"Q6NXT2","Q96QV6","H3-5","H2AC1","rich",0
"Q6NXT2","Q99877","H3-5","H2BC15","rich",0
"Q6NXT2","Q99878","H3-5","H2AC14","rich",0
"Q6NXT2","Q99879","H3-5","H2BC14","rich",0
"Q6NXT2","Q99880","H3-5","H2BC13","rich",0
"Q6NXT2","Q9BTM1","H3-5","H2AJ","rich",0
"Q6NXT2","Q9BXS6","H3-5","NUSAP1","poor",0
"Q6NXT2","Q9H0G5","H3-5","NSRP1","poor",0
"Q6NXT2","Q9H8H2","H3-5","DDX31","poor",0
"Q6NXT2","Q9HB71","H3-5","CACYBP","poor",0
"Q6NXT2","Q9HC52","H3-5","CBX8","poor",0
"Q6NXT2","Q9NR30","H3-5","DDX21","poor",0
"Q6NXT2","Q9NRD8","H3-5","DUOX2","poor",0
"Q6NXT2","Q9UPQ0","H3-5","LIMCH1","poor",0
"Q6NXT2","Q9UQP3","H3-5","TNN","poor",0
"Q6NXT2","Q9Y520","H3-5","PRRC2C","poor",0
"Q6NXT2","Q9Y5B9","H3-5","SUPT16H","poor",0
"Q6NXT2","Q9Y6F1","H3-5","PARP3","poor",0
"Q6NZI2","Q9H7U1","CAVIN1","CCSER2","poor",0
"Q6P161","Q9Y3B7","MRPL54","MRPL11","poor",996
"Q6P1A2","Q9UM00","LPCAT3","TMCO1","poor",0
"Q6P1J9","Q6PD62","CDC73","CTR9","poor",999
"Q6P2C8","Q9NX70","MED27","MED29","poor",998
"Q6P2Q9","Q8N257","PRPF8","H2BU1","poor",0
"Q6P2Q9","Q93079","PRPF8","H2BC9","poor",0
"Q6P2Q9","Q96DI7","PRPF8","SNRNP40","poor",999
"Q6P2Q9","Q99877","PRPF8","H2BC15","poor",0
"Q6P2Q9","Q99880","PRPF8","H2BC13","poor",0
"Q6PD62","Q8N7H5","CTR9","PAF1","poor",999
"Q6PEY2","Q9H223","TUBA3E","EHD4","poor",0
"Q6PEY2","Q9H444","TUBA3E","CHMP4B","poor",900
"Q6QEF8","Q7L7L0","CORO6","H2AW","poor",0
"Q6QEF8","Q93077","CORO6","H2AC6","poor",0
"Q6QEF8","Q96KK5","CORO6","H2AC12","poor",0
"Q6QEF8","Q99878","CORO6","H2AC14","poor",0
"Q6QEF8","Q9BTM1","CORO6","H2AJ","poor",0
"Q6UB99","Q9UM00","ANKRD11","TMCO1","poor",0
"Q6UUV9","Q86XP3","CRTC1","DDX42","poor",0
"Q6W2J9","Q9UHD1","BCOR","CHORDC1","poor",0
"Q6Y7W6","Q9P225","GIGYF2","DNAH2","poor",0
"Q6ZN18","Q9BTV5","AEBP2","FSD1","poor",0
"Q6ZN28","Q7L7L0","MACC1","H2AW","poor",0
"Q6ZN28","Q93077","MACC1","H2AC6","poor",0
"Q6ZN28","Q96KK5","MACC1","H2AC12","poor",0
"Q6ZN28","Q99878","MACC1","H2AC14","poor",0
"Q6ZN28","Q9BTM1","MACC1","H2AJ","poor",0
"Q6ZNB6","Q8NC51","NFXL1","SERBP1","poor",0
"Q6ZRR7","Q9H875","LRRC9","PRKRIP1","poor",0
"Q6ZSZ5","Q8NA82","ARHGEF18","MARCHF10","poor",0
"Q6ZU35","Q7L7L0","CRACD","H2AW","poor",0
"Q6ZU35","Q8IUE6","CRACD","H2AC21","poor",0
"Q6ZU35","Q93077","CRACD","H2AC6","poor",0
"Q6ZU35","Q96KK5","CRACD","H2AC12","poor",0
"Q6ZU35","Q96QV6","CRACD","H2AC1","poor",0
"Q6ZU35","Q99878","CRACD","H2AC14","poor",0
"Q6ZU35","Q9BTM1","CRACD","H2AJ","poor",0
"Q6ZU65","Q7L7L0","UBN2","H2AW","poor",0
"Q6ZU65","Q93077","UBN2","H2AC6","poor",0
"Q6ZU65","Q96KK5","UBN2","H2AC12","poor",0
"Q6ZU65","Q99878","UBN2","H2AC14","poor",0
"Q6ZU65","Q9BTM1","UBN2","H2AJ","poor",0
"Q6ZW31","Q8NEB9","SYDE1","PIK3C3","poor",0
"Q6ZW31","Q9H1K1","SYDE1","ISCU","poor",0
"Q709C8","Q8WX93","VPS13C","PALLD","poor",0
"Q71DI3","Q71UI9","H3C15","H2AZ2","rich",0
"Q71DI3","Q7L7L0","H3C15","H2AW","rich",0
"Q71DI3","Q7Z7J5","H3C15","DPPA2","poor",0
"Q71DI3","Q8IUE6","H3C15","H2AC21","rich",0
"Q71DI3","Q8N257","H3C15","H2BU1","rich",0
"Q71DI3","Q8N3V7","H3C15","SYNPO","poor",0
"Q71DI3","Q92522","H3C15","H1-10","poor",0
"Q71DI3","Q92538","H3C15","GBF1","poor",0
"Q71DI3","Q93077","H3C15","H2AC6","rich",0
"Q71DI3","Q93079","H3C15","H2BC9","rich",0
"Q71DI3","Q96A08","H3C15","H2BC1","rich",0
"Q71DI3","Q96AG4","H3C15","LRRC59","poor",0
"Q71DI3","Q96BJ3","H3C15","AIDA","poor",0
"Q71DI3","Q96CB8","H3C15","INTS12","rich",0
"Q71DI3","Q96KK5","H3C15","H2AC12","rich",0
"Q71DI3","Q96QV6","H3C15","H2AC1","rich",0
"Q71DI3","Q99877","H3C15","H2BC15","rich",0
"Q71DI3","Q99878","H3C15","H2AC14","rich",0
"Q71DI3","Q99879","H3C15","H2BC14","rich",0
"Q71DI3","Q99880","H3C15","H2BC13","rich",0
"Q71DI3","Q9BTM1","H3C15","H2AJ","rich",0
"Q71DI3","Q9BXS6","H3C15","NUSAP1","poor",0
"Q71DI3","Q9H0G5","H3C15","NSRP1","poor",0
"Q71DI3","Q9H8H2","H3C15","DDX31","poor",0
"Q71DI3","Q9HB71","H3C15","CACYBP","poor",0
"Q71DI3","Q9HC52","H3C15","CBX8","poor",0
"Q71DI3","Q9NPD8","H3C15","UBE2T","poor",0
"Q71DI3","Q9NR30","H3C15","DDX21","poor",0
"Q71DI3","Q9NRD8","H3C15","DUOX2","poor",0
"Q71DI3","Q9NRR4","H3C15","DROSHA","poor",0
"Q71DI3","Q9NYF5","H3C15","FAM13B","poor",0
"Q71DI3","Q9UPQ0","H3C15","LIMCH1","poor",0
"Q71DI3","Q9UQP3","H3C15","TNN","poor",0
"Q71DI3","Q9Y520","H3C15","PRRC2C","poor",0
"Q71DI3","Q9Y5B9","H3C15","SUPT16H","poor",0
"Q71DI3","Q9Y6F1","H3C15","PARP3","poor",0
"Q71RC2","Q9P225","LARP4","DNAH2","poor",0
"Q71U36","Q93045","TUBA1A","STMN2","poor",399
"Q71U36","Q9H223","TUBA1A","EHD4","poor",0
"Q71U36","Q9H444","TUBA1A","CHMP4B","poor",901
"Q71U36","Q9UJU6","TUBA1A","DBNL","poor",0
"Q71UI9","Q7L7L0","H2AZ2","H2AW","poor",0
"Q71UI9","Q8N257","H2AZ2","H2BU1","poor",0
"Q71UI9","Q93077","H2AZ2","H2AC6","poor",0
"Q71UI9","Q93079","H2AZ2","H2BC9","rich",0
"Q71UI9","Q96A08","H2AZ2","H2BC1","poor",0
"Q71UI9","Q96KK5","H2AZ2","H2AC12","poor",0
"Q71UI9","Q99877","H2AZ2","H2BC15","rich",0
"Q71UI9","Q99878","H2AZ2","H2AC14","poor",0
"Q71UI9","Q99879","H2AZ2","H2BC14","rich",0
"Q71UI9","Q99880","H2AZ2","H2BC13","rich",0
"Q71UI9","Q9BTM1","H2AZ2","H2AJ","poor",0
"Q76FK4","Q96K17","NOL8","BTF3L4","poor",0
"Q7KZF4","Q8IUE6","SND1","H2AC21","poor",0
"Q7KZF4","Q96AG4","SND1","LRRC59","poor",0
"Q7KZF4","Q96QV6","SND1","H2AC1","poor",0
"Q7KZF4","Q9BYN8","SND1","MRPS26","poor",0
"Q7KZF4","Q9NQ39","SND1","RPS10P5","poor",0
"Q7L0Y3","Q99714","TRMT10C","HSD17B10","poor",999
"Q7L576","Q9Y2A7","CYFIP1","NCKAP1","poor",999
"Q7L7L0","Q7Z569","H2AW","BRAP","poor",0
"Q7L7L0","Q7Z6W7","H2AW","DNAJB7","poor",0
"Q7L7L0","Q7Z7J5","H2AW","DPPA2","poor",0
"Q7L7L0","Q8N257","H2AW","H2BU1","rich",0
"Q7L7L0","Q8N3V7","H2AW","SYNPO","poor",0
"Q7L7L0","Q8N9I9","H2AW","DTX3","poor",0
"Q7L7L0","Q8NBS3","H2AW","SLC4A11","poor",0
"Q7L7L0","Q8WVY7","H2AW","UBLCP1","poor",0
"Q7L7L0","Q92503","H2AW","SEC14L1","poor",0
"Q7L7L0","Q92522","H2AW","H1-10","rich",0
"Q7L7L0","Q92890","H2AW","UFD1","poor",0
"Q7L7L0","Q93079","H2AW","H2BC9","rich",0
"Q7L7L0","Q96A08","H2AW","H2BC1","rich",0
"Q7L7L0","Q96BJ3","H2AW","AIDA","poor",0
"Q7L7L0","Q96GP6","H2AW","SCARF2","rich",0
"Q7L7L0","Q96HQ0","H2AW","ZNF419","poor",0
"Q7L7L0","Q96KK5","H2AW","H2AC12","poor",0
"Q7L7L0","Q99525","H2AW","H4C7","poor",0
"Q7L7L0","Q99877","H2AW","H2BC15","rich",0
"Q7L7L0","Q99878","H2AW","H2AC14","poor",0
"Q7L7L0","Q99879","H2AW","H2BC14","rich",0
"Q7L7L0","Q99880","H2AW","H2BC13","rich",0
"Q7L7L0","Q9BTM1","H2AW","H2AJ","poor",0
"Q7L7L0","Q9H156","H2AW","SLITRK2","poor",0
"Q7L7L0","Q9HCM7","H2AW","FBRSL1","poor",0
"Q7L7L0","Q9NRD8","H2AW","DUOX2","poor",0
"Q7L7L0","Q9NRL2","H2AW","BAZ1A","poor",0
"Q7L7L0","Q9NTI5","H2AW","PDS5B","poor",0
"Q7L7L0","Q9UBW7","H2AW","ZMYM2","poor",0
"Q7L7L0","Q9UI47","H2AW","CTNNA3","poor",0
"Q7L7L0","Q9UIG0","H2AW","BAZ1B","poor",0
"Q7L7L0","Q9UQP3","H2AW","TNN","poor",0
"Q7L7L0","Q9Y238","H2AW","DLEC1","poor",0
"Q7L7L0","Q9Y2W1","H2AW","THRAP3","poor",0
"Q7L7L0","Q9Y520","H2AW","PRRC2C","poor",0
"Q7L7L0","Q9Y5W8","H2AW","SNX13","poor",0
"Q7L7L0","Q9Y606","H2AW","PUS1","poor",0
"Q7L7L0","Q9Y6F1","H2AW","PARP3","poor",0
"Q7L8A9","Q93045","VASH1","STMN2","poor",0
"Q7LBC6","Q8IVT2","KDM3B","MISP","poor",0
"Q7RTV0","Q9BWJ5","PHF5A","SF3B5","poor",999
"Q7Z3B3","Q9H875","KANSL1","PRKRIP1","poor",0
"Q7Z3B4","Q92621","NUP54","NUP205","poor",989
"Q7Z3E2","Q9BXP5","CCDC186","SRRT","poor",0
"Q7Z401","Q9UNY4","DENND4A","TTF2","poor",0
"Q7Z406","Q8NDH2","MYH14","CCDC168","poor",0
"Q7Z406","Q8WVS4","MYH14","DYNC2I1","poor",0
"Q7Z4I7","Q9H910","LIMS2","JPT2","poor",0
"Q7Z4V5","Q8N257","HDGFL2","H2BU1","poor",0
"Q7Z4V5","Q93079","HDGFL2","H2BC9","poor",0
"Q7Z4V5","Q96A08","HDGFL2","H2BC1","poor",161
"Q7Z4V5","Q99877","HDGFL2","H2BC15","poor",161
"Q7Z4V5","Q99879","HDGFL2","H2BC14","poor",161
"Q7Z4V5","Q99880","HDGFL2","H2BC13","poor",161
"Q7Z4V5","Q9BQG2","HDGFL2","NUDT12","poor",0
"Q7Z4V5","Q9H0A8","HDGFL2","COMMD4","poor",0
"Q7Z569","Q93077","BRAP","H2AC6","poor",0
"Q7Z569","Q96KK5","BRAP","H2AC12","poor",0
"Q7Z569","Q99878","BRAP","H2AC14","poor",0
"Q7Z569","Q9BTM1","BRAP","H2AJ","poor",0
"Q7Z5D8","Q9BQG2","NANOGNB","NUDT12","poor",0
"Q7Z5D8","Q9H0A8","NANOGNB","COMMD4","poor",0
"Q7Z5J8","Q99250","ANKAR","SCN2A","poor",0
"Q7Z5J8","Q9NY46","ANKAR","SCN3A","poor",0
"Q7Z5J8","Q9UI33","ANKAR","SCN11A","poor",0
"Q7Z5J8","Q9UQD0","ANKAR","SCN8A","poor",0
"Q7Z5J8","Q9Y5Y9","ANKAR","SCN10A","poor",0
"Q7Z5L9","Q8IUE6","IRF2BP2","H2AC21","poor",0
"Q7Z5L9","Q96QV6","IRF2BP2","H2AC1","poor",0
"Q7Z6E9","Q96T17","RBBP6","MAP7D2","poor",0
"Q7Z6W7","Q93077","DNAJB7","H2AC6","poor",0
"Q7Z6W7","Q96KK5","DNAJB7","H2AC12","poor",0
"Q7Z6W7","Q99878","DNAJB7","H2AC14","poor",0
"Q7Z6W7","Q9BTM1","DNAJB7","H2AJ","poor",0
"Q7Z6Z7","Q8N2M8","HUWE1","CLASRP","poor",0
"Q7Z794","Q99456","KRT77","KRT12","poor",224
"Q7Z7A1","Q96T17","CNTRL","MAP7D2","poor",0
"Q7Z7A1","Q99471","CNTRL","PFDN5","poor",0
"Q7Z7A1","Q9UQE7","CNTRL","SMC3","poor",0
"Q7Z7H5","Q9Y3A6","TMED4","TMED5","poor",810
"Q7Z7J5","Q93077","DPPA2","H2AC6","poor",0
"Q7Z7J5","Q9BTM1","DPPA2","H2AJ","poor",0
"Q7Z7J5","Q9BV97","DPPA2","ZNF747","poor",0
"Q7Z7J5","Q9UBW7","DPPA2","ZMYM2","poor",0
"Q86SE5","Q9BSV6","RALYL","TSEN34","poor",0
"Q86SE5","Q9UKM9","RALYL","RALY","poor",687
"Q86SE8","Q9UM00","NPM2","TMCO1","poor",0
"Q86SQ7","Q93045","SDCCAG8","STMN2","poor",0
"Q86TB9","Q9Y4Z0","PATL1","LSM4","poor",996
"Q86TJ2","Q8NBJ4","TADA2B","GOLM1","poor",0
"Q86TS9","Q96DV4","MRPL52","MRPL38","poor",993
"Q86U86","Q93079","PBRM1","H2BC9","poor",0
"Q86U86","Q99877","PBRM1","H2BC15","poor",187
"Q86U86","Q99879","PBRM1","H2BC14","poor",184
"Q86U86","Q99880","PBRM1","H2BC13","poor",187
"Q86UB9","Q8IUE6","TMEM135","H2AC21","poor",0
"Q86UB9","Q96QV6","TMEM135","H2AC1","poor",0
"Q86UB9","Q9BYN8","TMEM135","MRPS26","poor",0
"Q86UP2","Q86VP6","KTN1","CAND1","poor",0
"Q86V81","Q96A72","ALYREF","MAGOHB","poor",919
"Q86VQ0","Q92901","LCA5","RPL3L","poor",0
"Q86X10","Q9NTJ3","RALGAPB","SMC4","poor",0
"Q86XA9","Q8N257","HEATR5A","H2BU1","poor",0
"Q86XA9","Q93079","HEATR5A","H2BC9","poor",0
"Q86XA9","Q99877","HEATR5A","H2BC15","poor",0
"Q86XA9","Q99879","HEATR5A","H2BC14","poor",0
"Q86XA9","Q99880","HEATR5A","H2BC13","poor",0
"Q86XH1","Q9H875","IQCA1","PRKRIP1","poor",0
"Q86XI2","Q9BUL8","NCAPG2","PDCD10","poor",0
"Q86XX4","Q9Y2W1","FRAS1","THRAP3","poor",0
"Q86YS6","Q92930","RAB43","RAB8B","poor",352
"Q86YS6","Q9H0U4","RAB43","RAB1B","poor",0
"Q8IUE6","Q8IWB6","H2AC21","TEX14","poor",0
"Q8IUE6","Q8IYH5","H2AC21","ZZZ3","poor",0
"Q8IUE6","Q8N257","H2AC21","H2BU1","rich",0
"Q8IUE6","Q8NGP9","H2AC21","OR5AR1","poor",0
